,Declaration Date,State,County,Start Date,End Date,Close Date,Year
30893,01/02/2006,NM,Lea County,01/01/2006,01/04/2006,07/08/2010,2006
30894,01/03/2006,OK,McIntosh County,01/03/2006,,02/24/2009,2006
30908,01/05/2006,TX,Nacogdoches County,01/05/2006,,06/26/2008,2006
30909,01/05/2006,TX,Bell County,01/05/2006,,06/26/2008,2006
30910,01/05/2006,TX,Bexar County,01/05/2006,,06/26/2008,2006
30911,01/07/2006,TX,Bastrop County,01/07/2006,,06/26/2008,2006
30912,01/08/2006,OK,McIntosh County,01/08/2006,,02/24/2009,2006
30913,01/08/2006,TX,Wood County,01/08/2006,,06/26/2008,2006
30914,01/08/2006,CO,Huerfano County,01/07/2006,01/16/2006,05/04/2011,2006
30915,01/08/2006,CO,Las Animas County,01/07/2006,01/16/2006,05/04/2011,2006
30916,01/09/2006,OK,McIntosh County,01/09/2006,,02/24/2009,2006
30917,01/09/2006,OK,Okmulgee County,01/09/2006,,02/24/2009,2006
30918,01/10/2006,OK,Adair County,11/27/2005,03/31/2006,12/30/2014,2006
30919,01/10/2006,OK,Alfalfa County,11/27/2005,03/31/2006,12/30/2014,2006
30920,01/10/2006,OK,Atoka County,11/27/2005,03/31/2006,12/30/2014,2006
30921,01/10/2006,OK,Beaver County,11/27/2005,03/31/2006,12/30/2014,2006
30922,01/10/2006,OK,Beckham County,11/27/2005,03/31/2006,12/30/2014,2006
30923,01/10/2006,OK,Blaine County,11/27/2005,03/31/2006,12/30/2014,2006
30924,01/10/2006,OK,Bryan County,11/27/2005,03/31/2006,12/30/2014,2006
30925,01/10/2006,OK,Caddo County,11/27/2005,03/31/2006,12/30/2014,2006
30926,01/10/2006,OK,Canadian County,11/27/2005,03/31/2006,12/30/2014,2006
30927,01/10/2006,OK,Carter County,11/27/2005,03/31/2006,12/30/2014,2006
30928,01/10/2006,OK,Cherokee County,11/27/2005,03/31/2006,12/30/2014,2006
30929,01/10/2006,OK,Choctaw County,11/27/2005,03/31/2006,12/30/2014,2006
30930,01/10/2006,OK,Cimarron County,11/27/2005,03/31/2006,12/30/2014,2006
30931,01/10/2006,OK,Cleveland County,11/27/2005,03/31/2006,12/30/2014,2006
30932,01/10/2006,OK,Coal County,11/27/2005,03/31/2006,12/30/2014,2006
30933,01/10/2006,OK,Comanche County,11/27/2005,03/31/2006,12/30/2014,2006
30934,01/10/2006,OK,Cotton County,11/27/2005,03/31/2006,12/30/2014,2006
30935,01/10/2006,OK,Craig County,11/27/2005,03/31/2006,12/30/2014,2006
30936,01/10/2006,OK,Creek County,11/27/2005,03/31/2006,12/30/2014,2006
30937,01/10/2006,OK,Custer County,11/27/2005,03/31/2006,12/30/2014,2006
30938,01/10/2006,OK,Delaware County,11/27/2005,03/31/2006,12/30/2014,2006
30939,01/10/2006,OK,Dewey County,11/27/2005,03/31/2006,12/30/2014,2006
30940,01/10/2006,OK,Ellis County,11/27/2005,03/31/2006,12/30/2014,2006
30941,01/10/2006,OK,Garfield County,11/27/2005,03/31/2006,12/30/2014,2006
30942,01/10/2006,OK,Garvin County,11/27/2005,03/31/2006,12/30/2014,2006
30943,01/10/2006,OK,Grady County,11/27/2005,03/31/2006,12/30/2014,2006
30944,01/10/2006,OK,Grant County,11/27/2005,03/31/2006,12/30/2014,2006
30945,01/10/2006,OK,Greer County,11/27/2005,03/31/2006,12/30/2014,2006
30946,01/10/2006,OK,Harmon County,11/27/2005,03/31/2006,12/30/2014,2006
30947,01/10/2006,OK,Harper County,11/27/2005,03/31/2006,12/30/2014,2006
30948,01/10/2006,OK,Haskell County,11/27/2005,03/31/2006,12/30/2014,2006
30949,01/10/2006,OK,Hughes County,11/27/2005,03/31/2006,12/30/2014,2006
30950,01/10/2006,OK,Jackson County,11/27/2005,03/31/2006,12/30/2014,2006
30951,01/10/2006,OK,Jefferson County,11/27/2005,03/31/2006,12/30/2014,2006
30952,01/10/2006,OK,Johnston County,11/27/2005,03/31/2006,12/30/2014,2006
30953,01/10/2006,OK,Kay County,11/27/2005,03/31/2006,12/30/2014,2006
30954,01/10/2006,OK,Kingfisher County,11/27/2005,03/31/2006,12/30/2014,2006
30955,01/10/2006,OK,Kiowa County,11/27/2005,03/31/2006,12/30/2014,2006
30956,01/10/2006,OK,Latimer County,11/27/2005,03/31/2006,12/30/2014,2006
30957,01/10/2006,OK,Le Flore County,11/27/2005,03/31/2006,12/30/2014,2006
30958,01/10/2006,OK,Lincoln County,11/27/2005,03/31/2006,12/30/2014,2006
30959,01/10/2006,OK,Logan County,11/27/2005,03/31/2006,12/30/2014,2006
30960,01/10/2006,OK,Love County,11/27/2005,03/31/2006,12/30/2014,2006
30961,01/10/2006,OK,McClain County,11/27/2005,03/31/2006,12/30/2014,2006
30962,01/10/2006,OK,McCurtain County,11/27/2005,03/31/2006,12/30/2014,2006
30963,01/10/2006,OK,McIntosh County,11/27/2005,03/31/2006,12/30/2014,2006
30964,01/10/2006,OK,Major County,11/27/2005,03/31/2006,12/30/2014,2006
30965,01/10/2006,OK,Marshall County,11/27/2005,03/31/2006,12/30/2014,2006
30966,01/10/2006,OK,Mayes County,11/27/2005,03/31/2006,12/30/2014,2006
30967,01/10/2006,OK,Murray County,11/27/2005,03/31/2006,12/30/2014,2006
30968,01/10/2006,OK,Muskogee County,11/27/2005,03/31/2006,12/30/2014,2006
30969,01/10/2006,OK,Noble County,11/27/2005,03/31/2006,12/30/2014,2006
30970,01/10/2006,OK,Nowata County,11/27/2005,03/31/2006,12/30/2014,2006
30971,01/10/2006,OK,Okfuskee County,11/27/2005,03/31/2006,12/30/2014,2006
30972,01/10/2006,OK,Oklahoma County,11/27/2005,03/31/2006,12/30/2014,2006
30973,01/10/2006,OK,Okmulgee County,11/27/2005,03/31/2006,12/30/2014,2006
30974,01/10/2006,OK,Osage County,11/27/2005,03/31/2006,12/30/2014,2006
30975,01/10/2006,OK,Ottawa County,11/27/2005,03/31/2006,12/30/2014,2006
30976,01/10/2006,OK,Pawnee County,11/27/2005,03/31/2006,12/30/2014,2006
30977,01/10/2006,OK,Payne County,11/27/2005,03/31/2006,12/30/2014,2006
30978,01/10/2006,OK,Pittsburg County,11/27/2005,03/31/2006,12/30/2014,2006
30979,01/10/2006,OK,Pontotoc County,11/27/2005,03/31/2006,12/30/2014,2006
30980,01/10/2006,OK,Pottawatomie County,11/27/2005,03/31/2006,12/30/2014,2006
30981,01/10/2006,OK,Pushmataha County,11/27/2005,03/31/2006,12/30/2014,2006
30982,01/10/2006,OK,Roger Mills County,11/27/2005,03/31/2006,12/30/2014,2006
30983,01/10/2006,OK,Rogers County,11/27/2005,03/31/2006,12/30/2014,2006
30984,01/10/2006,OK,Seminole County,11/27/2005,03/31/2006,12/30/2014,2006
30985,01/10/2006,OK,Sequoyah County,11/27/2005,03/31/2006,12/30/2014,2006
30986,01/10/2006,OK,Stephens County,11/27/2005,03/31/2006,12/30/2014,2006
30987,01/10/2006,OK,Texas County,11/27/2005,03/31/2006,12/30/2014,2006
30988,01/10/2006,OK,Tillman County,11/27/2005,03/31/2006,12/30/2014,2006
30989,01/10/2006,OK,Tulsa County,11/27/2005,03/31/2006,12/30/2014,2006
30990,01/10/2006,OK,Wagoner County,11/27/2005,03/31/2006,12/30/2014,2006
30991,01/10/2006,OK,Washington County,11/27/2005,03/31/2006,12/30/2014,2006
30992,01/10/2006,OK,Washita County,11/27/2005,03/31/2006,12/30/2014,2006
30993,01/10/2006,OK,Woods County,11/27/2005,03/31/2006,12/30/2014,2006
30994,01/10/2006,OK,Woodward County,11/27/2005,03/31/2006,12/30/2014,2006
30995,01/11/2006,TX,Anderson County,11/27/2005,05/14/2006,10/14/2015,2006
30996,01/11/2006,TX,Andrews County,11/27/2005,05/14/2006,10/14/2015,2006
30997,01/11/2006,TX,Angelina County,11/27/2005,05/14/2006,10/14/2015,2006
30998,01/11/2006,TX,Aransas County,11/27/2005,05/14/2006,10/14/2015,2006
30999,01/11/2006,TX,Archer County,11/27/2005,05/14/2006,10/14/2015,2006
31000,01/11/2006,TX,Armstrong County,11/27/2005,05/14/2006,10/14/2015,2006
31001,01/11/2006,TX,Atascosa County,11/27/2005,05/14/2006,10/14/2015,2006
31002,01/11/2006,TX,Austin County,11/27/2005,05/14/2006,10/14/2015,2006
31003,01/11/2006,TX,Bailey County,11/27/2005,05/14/2006,10/14/2015,2006
31004,01/11/2006,TX,Bandera County,11/27/2005,05/14/2006,10/14/2015,2006
31005,01/11/2006,TX,Bastrop County,11/27/2005,05/14/2006,10/14/2015,2006
31006,01/11/2006,TX,Baylor County,11/27/2005,05/14/2006,10/14/2015,2006
31007,01/11/2006,TX,Bee County,11/27/2005,05/14/2006,10/14/2015,2006
31008,01/11/2006,TX,Bell County,11/27/2005,05/14/2006,10/14/2015,2006
31009,01/11/2006,TX,Bexar County,11/27/2005,05/14/2006,10/14/2015,2006
31010,01/11/2006,TX,Blanco County,11/27/2005,05/14/2006,10/14/2015,2006
31011,01/11/2006,TX,Borden County,11/27/2005,05/14/2006,10/14/2015,2006
31012,01/11/2006,TX,Bosque County,11/27/2005,05/14/2006,10/14/2015,2006
31013,01/11/2006,TX,Bowie County,11/27/2005,05/14/2006,10/14/2015,2006
31014,01/11/2006,TX,Brazoria County,11/27/2005,05/14/2006,10/14/2015,2006
31015,01/11/2006,TX,Brazos County,11/27/2005,05/14/2006,10/14/2015,2006
31016,01/11/2006,TX,Brewster County,11/27/2005,05/14/2006,10/14/2015,2006
31017,01/11/2006,TX,Briscoe County,11/27/2005,05/14/2006,10/14/2015,2006
31018,01/11/2006,TX,Brooks County,11/27/2005,05/14/2006,10/14/2015,2006
31019,01/11/2006,TX,Brown County,11/27/2005,05/14/2006,10/14/2015,2006
31020,01/11/2006,TX,Burleson County,11/27/2005,05/14/2006,10/14/2015,2006
31021,01/11/2006,TX,Burnet County,11/27/2005,05/14/2006,10/14/2015,2006
31022,01/11/2006,TX,Caldwell County,11/27/2005,05/14/2006,10/14/2015,2006
31023,01/11/2006,TX,Calhoun County,11/27/2005,05/14/2006,10/14/2015,2006
31024,01/11/2006,TX,Callahan County,11/27/2005,05/14/2006,10/14/2015,2006
31025,01/11/2006,TX,Cameron County,11/27/2005,05/14/2006,10/14/2015,2006
31026,01/11/2006,TX,Camp County,11/27/2005,05/14/2006,10/14/2015,2006
31027,01/11/2006,TX,Carson County,11/27/2005,05/14/2006,10/14/2015,2006
31028,01/11/2006,TX,Cass County,11/27/2005,05/14/2006,10/14/2015,2006
31029,01/11/2006,TX,Castro County,11/27/2005,05/14/2006,10/14/2015,2006
31030,01/11/2006,TX,Chambers County,11/27/2005,05/14/2006,10/14/2015,2006
31031,01/11/2006,TX,Cherokee County,11/27/2005,05/14/2006,10/14/2015,2006
31032,01/11/2006,TX,Childress County,11/27/2005,05/14/2006,10/14/2015,2006
31033,01/11/2006,TX,Clay County,11/27/2005,05/14/2006,10/14/2015,2006
31034,01/11/2006,TX,Cochran County,11/27/2005,05/14/2006,10/14/2015,2006
31035,01/11/2006,TX,Coke County,11/27/2005,05/14/2006,10/14/2015,2006
31036,01/11/2006,TX,Coleman County,11/27/2005,05/14/2006,10/14/2015,2006
31037,01/11/2006,TX,Collin County,11/27/2005,05/14/2006,10/14/2015,2006
31038,01/11/2006,TX,Collingsworth County,11/27/2005,05/14/2006,10/14/2015,2006
31039,01/11/2006,TX,Colorado County,11/27/2005,05/14/2006,10/14/2015,2006
31040,01/11/2006,TX,Comal County,11/27/2005,05/14/2006,10/14/2015,2006
31041,01/11/2006,TX,Comanche County,11/27/2005,05/14/2006,10/14/2015,2006
31042,01/11/2006,TX,Concho County,11/27/2005,05/14/2006,10/14/2015,2006
31043,01/11/2006,TX,Cooke County,11/27/2005,05/14/2006,10/14/2015,2006
31044,01/11/2006,TX,Coryell County,11/27/2005,05/14/2006,10/14/2015,2006
31045,01/11/2006,TX,Cottle County,11/27/2005,05/14/2006,10/14/2015,2006
31046,01/11/2006,TX,Crane County,11/27/2005,05/14/2006,10/14/2015,2006
31047,01/11/2006,TX,Crockett County,11/27/2005,05/14/2006,10/14/2015,2006
31048,01/11/2006,TX,Crosby County,11/27/2005,05/14/2006,10/14/2015,2006
31049,01/11/2006,TX,Culberson County,11/27/2005,05/14/2006,10/14/2015,2006
31050,01/11/2006,TX,Dallam County,11/27/2005,05/14/2006,10/14/2015,2006
31051,01/11/2006,TX,Dallas County,11/27/2005,05/14/2006,10/14/2015,2006
31052,01/11/2006,TX,Dawson County,11/27/2005,05/14/2006,10/14/2015,2006
31053,01/11/2006,TX,Deaf Smith County,11/27/2005,05/14/2006,10/14/2015,2006
31054,01/11/2006,TX,Delta County,11/27/2005,05/14/2006,10/14/2015,2006
31055,01/11/2006,TX,Denton County,11/27/2005,05/14/2006,10/14/2015,2006
31056,01/11/2006,TX,DeWitt County,11/27/2005,05/14/2006,10/14/2015,2006
31057,01/11/2006,TX,Dickens County,11/27/2005,05/14/2006,10/14/2015,2006
31058,01/11/2006,TX,Dimmit County,11/27/2005,05/14/2006,10/14/2015,2006
31059,01/11/2006,TX,Donley County,11/27/2005,05/14/2006,10/14/2015,2006
31060,01/11/2006,TX,Duval County,11/27/2005,05/14/2006,10/14/2015,2006
31061,01/11/2006,TX,Eastland County,11/27/2005,05/14/2006,10/14/2015,2006
31062,01/11/2006,TX,Ector County,11/27/2005,05/14/2006,10/14/2015,2006
31063,01/11/2006,TX,Edwards County,11/27/2005,05/14/2006,10/14/2015,2006
31064,01/11/2006,TX,Ellis County,11/27/2005,05/14/2006,10/14/2015,2006
31065,01/11/2006,TX,El Paso County,11/27/2005,05/14/2006,10/14/2015,2006
31066,01/11/2006,TX,Erath County,11/27/2005,05/14/2006,10/14/2015,2006
31067,01/11/2006,TX,Falls County,11/27/2005,05/14/2006,10/14/2015,2006
31068,01/11/2006,TX,Fannin County,11/27/2005,05/14/2006,10/14/2015,2006
31069,01/11/2006,TX,Fayette County,11/27/2005,05/14/2006,10/14/2015,2006
31070,01/11/2006,TX,Fisher County,11/27/2005,05/14/2006,10/14/2015,2006
31071,01/11/2006,TX,Floyd County,11/27/2005,05/14/2006,10/14/2015,2006
31072,01/11/2006,TX,Foard County,11/27/2005,05/14/2006,10/14/2015,2006
31073,01/11/2006,TX,Fort Bend County,11/27/2005,05/14/2006,10/14/2015,2006
31074,01/11/2006,TX,Franklin County,11/27/2005,05/14/2006,10/14/2015,2006
31075,01/11/2006,TX,Freestone County,11/27/2005,05/14/2006,10/14/2015,2006
31076,01/11/2006,TX,Frio County,11/27/2005,05/14/2006,10/14/2015,2006
31077,01/11/2006,TX,Gaines County,11/27/2005,05/14/2006,10/14/2015,2006
31078,01/11/2006,TX,Galveston County,11/27/2005,05/14/2006,10/14/2015,2006
31079,01/11/2006,TX,Garza County,11/27/2005,05/14/2006,10/14/2015,2006
31080,01/11/2006,TX,Gillespie County,11/27/2005,05/14/2006,10/14/2015,2006
31081,01/11/2006,TX,Glasscock County,11/27/2005,05/14/2006,10/14/2015,2006
31082,01/11/2006,TX,Goliad County,11/27/2005,05/14/2006,10/14/2015,2006
31083,01/11/2006,TX,Gonzales County,11/27/2005,05/14/2006,10/14/2015,2006
31084,01/11/2006,TX,Gray County,11/27/2005,05/14/2006,10/14/2015,2006
31085,01/11/2006,TX,Grayson County,11/27/2005,05/14/2006,10/14/2015,2006
31086,01/11/2006,TX,Gregg County,11/27/2005,05/14/2006,10/14/2015,2006
31087,01/11/2006,TX,Grimes County,11/27/2005,05/14/2006,10/14/2015,2006
31088,01/11/2006,TX,Guadalupe County,11/27/2005,05/14/2006,10/14/2015,2006
31089,01/11/2006,TX,Hale County,11/27/2005,05/14/2006,10/14/2015,2006
31090,01/11/2006,TX,Hall County,11/27/2005,05/14/2006,10/14/2015,2006
31091,01/11/2006,TX,Hamilton County,11/27/2005,05/14/2006,10/14/2015,2006
31092,01/11/2006,TX,Hansford County,11/27/2005,05/14/2006,10/14/2015,2006
31093,01/11/2006,TX,Hardeman County,11/27/2005,05/14/2006,10/14/2015,2006
31094,01/11/2006,TX,Hardin County,11/27/2005,05/14/2006,10/14/2015,2006
31095,01/11/2006,TX,Harris County,11/27/2005,05/14/2006,10/14/2015,2006
31096,01/11/2006,TX,Harrison County,11/27/2005,05/14/2006,10/14/2015,2006
31097,01/11/2006,TX,Hartley County,11/27/2005,05/14/2006,10/14/2015,2006
31098,01/11/2006,TX,Haskell County,11/27/2005,05/14/2006,10/14/2015,2006
31099,01/11/2006,TX,Hays County,11/27/2005,05/14/2006,10/14/2015,2006
31100,01/11/2006,TX,Hemphill County,11/27/2005,05/14/2006,10/14/2015,2006
31101,01/11/2006,TX,Henderson County,11/27/2005,05/14/2006,10/14/2015,2006
31102,01/11/2006,TX,Hidalgo County,11/27/2005,05/14/2006,10/14/2015,2006
31103,01/11/2006,TX,Hill County,11/27/2005,05/14/2006,10/14/2015,2006
31104,01/11/2006,TX,Hockley County,11/27/2005,05/14/2006,10/14/2015,2006
31105,01/11/2006,TX,Hood County,11/27/2005,05/14/2006,10/14/2015,2006
31106,01/11/2006,TX,Hopkins County,11/27/2005,05/14/2006,10/14/2015,2006
31107,01/11/2006,TX,Houston County,11/27/2005,05/14/2006,10/14/2015,2006
31108,01/11/2006,TX,Howard County,11/27/2005,05/14/2006,10/14/2015,2006
31109,01/11/2006,TX,Hudspeth County,11/27/2005,05/14/2006,10/14/2015,2006
31110,01/11/2006,TX,Hunt County,11/27/2005,05/14/2006,10/14/2015,2006
31111,01/11/2006,TX,Hutchinson County,11/27/2005,05/14/2006,10/14/2015,2006
31112,01/11/2006,TX,Irion County,11/27/2005,05/14/2006,10/14/2015,2006
31113,01/11/2006,TX,Jack County,11/27/2005,05/14/2006,10/14/2015,2006
31114,01/11/2006,TX,Jackson County,11/27/2005,05/14/2006,10/14/2015,2006
31115,01/11/2006,TX,Jasper County,11/27/2005,05/14/2006,10/14/2015,2006
31116,01/11/2006,TX,Jeff Davis County,11/27/2005,05/14/2006,10/14/2015,2006
31117,01/11/2006,TX,Jefferson County,11/27/2005,05/14/2006,10/14/2015,2006
31118,01/11/2006,TX,Jim Hogg County,11/27/2005,05/14/2006,10/14/2015,2006
31119,01/11/2006,TX,Jim Wells County,11/27/2005,05/14/2006,10/14/2015,2006
31120,01/11/2006,TX,Johnson County,11/27/2005,05/14/2006,10/14/2015,2006
31121,01/11/2006,TX,Jones County,11/27/2005,05/14/2006,10/14/2015,2006
31122,01/11/2006,TX,Karnes County,11/27/2005,05/14/2006,10/14/2015,2006
31123,01/11/2006,TX,Kaufman County,11/27/2005,05/14/2006,10/14/2015,2006
31124,01/11/2006,TX,Kendall County,11/27/2005,05/14/2006,10/14/2015,2006
31125,01/11/2006,TX,Kenedy County,11/27/2005,05/14/2006,10/14/2015,2006
31126,01/11/2006,TX,Kent County,11/27/2005,05/14/2006,10/14/2015,2006
31127,01/11/2006,TX,Kerr County,11/27/2005,05/14/2006,10/14/2015,2006
31128,01/11/2006,TX,Kimble County,11/27/2005,05/14/2006,10/14/2015,2006
31129,01/11/2006,TX,King County,11/27/2005,05/14/2006,10/14/2015,2006
