,Declaration Date,State,County,Start Date,End Date,Close Date,Year
8202,07/18/1985,CA,Santa Clara County,06/26/1985,07/19/1985,10/24/1994,1985
8203,07/18/1985,CA,Santa Cruz County,06/26/1985,07/19/1985,10/24/1994,1985
8204,07/18/1985,CA,Ventura County,06/26/1985,07/19/1985,10/24/1994,1985
8757,04/27/1987,MH,Majuro County-equivalent,02/24/1987,02/24/1987,11/22/1993,1987
8891,03/11/1988,AK,Tanana ANV/ANVSA,02/10/1988,02/10/1988,07/19/1995,1988
8893,09/29/1988,CA,Nevada County,09/11/1988,09/24/1988,04/13/1995,1988
8894,09/29/1988,CA,Shasta County,09/11/1988,09/24/1988,04/13/1995,1988
8895,09/29/1988,CA,Solano County,09/11/1988,09/24/1988,04/13/1995,1988
8896,09/29/1988,CA,Yuba County,09/11/1988,09/24/1988,04/13/1995,1988
9873,06/30/1990,CA,Los Angeles County,06/26/1990,07/03/1990,07/28/2010,1990
9874,06/30/1990,CA,Riverside County,06/26/1990,07/03/1990,07/28/2010,1990
9875,06/30/1990,CA,San Bernardino County,06/26/1990,07/03/1990,07/28/2010,1990
9876,06/30/1990,CA,Santa Barbara County,06/26/1990,07/03/1990,07/28/2010,1990
10470,10/22/1991,CA,Alameda County,10/20/1991,10/29/1991,07/29/2010,1991
10483,11/13/1991,WA,Ferry County,10/16/1991,10/24/1991,02/19/1998,1991
10484,11/13/1991,WA,Lincoln County,10/16/1991,10/24/1991,02/19/1998,1991
10485,11/13/1991,WA,Pend Oreille County,10/16/1991,10/24/1991,02/19/1998,1991
10486,11/13/1991,WA,Spokane County,10/16/1991,10/24/1991,02/19/1998,1991
10487,11/13/1991,WA,Stevens County,10/16/1991,10/24/1991,02/19/1998,1991
10488,11/13/1991,WA,Whitman County,10/16/1991,10/24/1991,02/19/1998,1991
10707,05/02/1992,CA,Los Angeles County,04/29/1992,05/28/1992,08/11/2010,1992
10851,08/29/1992,CA,Calaveras County,08/16/1992,09/26/1992,10/12/2000,1992
10852,08/29/1992,CA,Shasta County,08/16/1992,09/26/1992,10/12/2000,1992
12681,10/28/1993,CA,Los Angeles County,10/26/1993,04/22/1994,02/24/2011,1993
12682,10/28/1993,CA,Orange County,10/26/1993,04/22/1994,02/24/2011,1993
12683,10/28/1993,CA,Riverside County,10/26/1993,04/22/1994,02/24/2011,1993
12684,10/28/1993,CA,San Bernardino County,10/26/1993,04/22/1994,02/24/2011,1993
12685,10/28/1993,CA,San Diego County,10/26/1993,04/22/1994,02/24/2011,1993
12686,10/28/1993,CA,Ventura County,10/26/1993,04/22/1994,02/24/2011,1993
14888,02/23/1996,TX,Anderson County,02/23/1996,09/19/1996,03/18/1998,1996
14889,02/23/1996,TX,Angelina County,02/23/1996,09/19/1996,03/18/1998,1996
14890,02/23/1996,TX,Bastrop County,02/23/1996,09/19/1996,03/18/1998,1996
14891,02/23/1996,TX,Bell County,02/23/1996,09/19/1996,03/18/1998,1996
14892,02/23/1996,TX,Bexar County,02/23/1996,09/19/1996,03/18/1998,1996
14893,02/23/1996,TX,Bowie County,02/23/1996,09/19/1996,03/18/1998,1996
14894,02/23/1996,TX,Brown County,02/23/1996,09/19/1996,03/18/1998,1996
14895,02/23/1996,TX,Camp County,02/23/1996,09/19/1996,03/18/1998,1996
14896,02/23/1996,TX,Cass County,02/23/1996,09/19/1996,03/18/1998,1996
14897,02/23/1996,TX,Cherokee County,02/23/1996,09/19/1996,03/18/1998,1996
14898,02/23/1996,TX,Childress County,02/23/1996,09/19/1996,03/18/1998,1996
14899,02/23/1996,TX,Coryell County,02/23/1996,09/19/1996,03/18/1998,1996
14900,02/23/1996,TX,Cottle County,02/23/1996,09/19/1996,03/18/1998,1996
14901,02/23/1996,TX,Dallas County,02/23/1996,09/19/1996,03/18/1998,1996
14902,02/23/1996,TX,Denton County,02/23/1996,09/19/1996,03/18/1998,1996
14903,02/23/1996,TX,Fayette County,02/23/1996,09/19/1996,03/18/1998,1996
14904,02/23/1996,TX,Gregg County,02/23/1996,09/19/1996,03/18/1998,1996
14905,02/23/1996,TX,Hardeman County,02/23/1996,09/19/1996,03/18/1998,1996
14906,02/23/1996,TX,Hardin County,02/23/1996,09/19/1996,03/18/1998,1996
14907,02/23/1996,TX,Harrison County,02/23/1996,09/19/1996,03/18/1998,1996
14908,02/23/1996,TX,Houston County,02/23/1996,09/19/1996,03/18/1998,1996
14909,02/23/1996,TX,Jasper County,02/23/1996,09/19/1996,03/18/1998,1996
14910,02/23/1996,TX,King County,02/23/1996,09/19/1996,03/18/1998,1996
14911,02/23/1996,TX,Liberty County,02/23/1996,09/19/1996,03/18/1998,1996
14912,02/23/1996,TX,McLennan County,02/23/1996,09/19/1996,03/18/1998,1996
14913,02/23/1996,TX,Marion County,02/23/1996,09/19/1996,03/18/1998,1996
14914,02/23/1996,TX,Montgomery County,02/23/1996,09/19/1996,03/18/1998,1996
14915,02/23/1996,TX,Nacogdoches County,02/23/1996,09/19/1996,03/18/1998,1996
14916,02/23/1996,TX,Newton County,02/23/1996,09/19/1996,03/18/1998,1996
14917,02/23/1996,TX,Palo Pinto County,02/23/1996,09/19/1996,03/18/1998,1996
14918,02/23/1996,TX,Panola County,02/23/1996,09/19/1996,03/18/1998,1996
14919,02/23/1996,TX,Parker County,02/23/1996,09/19/1996,03/18/1998,1996
14920,02/23/1996,TX,Polk County,02/23/1996,09/19/1996,03/18/1998,1996
14921,02/23/1996,TX,Rusk County,02/23/1996,09/19/1996,03/18/1998,1996
14922,02/23/1996,TX,Sabine County,02/23/1996,09/19/1996,03/18/1998,1996
14923,02/23/1996,TX,San Augustine County,02/23/1996,09/19/1996,03/18/1998,1996
14924,02/23/1996,TX,San Saba County,02/23/1996,09/19/1996,03/18/1998,1996
14925,02/23/1996,TX,Shelby County,02/23/1996,09/19/1996,03/18/1998,1996
14926,02/23/1996,TX,Smith County,02/23/1996,09/19/1996,03/18/1998,1996
14927,02/23/1996,TX,Tarrant County,02/23/1996,09/19/1996,03/18/1998,1996
14928,02/23/1996,TX,Taylor County,02/23/1996,09/19/1996,03/18/1998,1996
14929,02/23/1996,TX,Tom Green County,02/23/1996,09/19/1996,03/18/1998,1996
14930,02/23/1996,TX,Travis County,02/23/1996,09/19/1996,03/18/1998,1996
14931,02/23/1996,TX,Trinity County,02/23/1996,09/19/1996,03/18/1998,1996
14932,02/23/1996,TX,Tyler County,02/23/1996,09/19/1996,03/18/1998,1996
14933,02/23/1996,TX,Upshur County,02/23/1996,09/19/1996,03/18/1998,1996
14934,02/23/1996,TX,Walker County,02/23/1996,09/19/1996,03/18/1998,1996
14935,02/23/1996,TX,Waller County,02/23/1996,09/19/1996,03/18/1998,1996
14936,02/23/1996,TX,Wichita County,02/23/1996,09/19/1996,03/18/1998,1996
14937,02/23/1996,TX,Wise County,02/23/1996,09/19/1996,03/18/1998,1996
14938,02/27/1996,OK,Carter County,02/27/1996,05/31/1996,06/26/1998,1996
14939,02/27/1996,OK,Cleveland County,02/27/1996,05/31/1996,06/26/1998,1996
14940,02/27/1996,OK,Jackson County,02/27/1996,05/31/1996,06/26/1998,1996
14941,02/27/1996,OK,Payne County,02/27/1996,05/31/1996,06/26/1998,1996
14942,02/27/1996,OK,Tulsa County,02/27/1996,05/31/1996,06/26/1998,1996
14943,02/27/1996,OK,Washington County,02/27/1996,05/31/1996,06/26/1998,1996
14944,02/27/1996,OK,Woodward County,02/27/1996,05/31/1996,06/26/1998,1996
15153,06/07/1996,AK,Matanuska-Susitna Borough,06/02/1996,06/15/1996,05/28/2004,1996
15275,08/14/1996,WV,Barbour County,07/18/1996,07/31/1996,04/23/2003,1996
15276,08/14/1996,WV,Braxton County,07/18/1996,07/31/1996,04/23/2003,1996
15277,08/14/1996,WV,Cabell County,07/18/1996,07/31/1996,04/23/2003,1996
15278,08/14/1996,WV,Clay County,07/18/1996,07/31/1996,04/23/2003,1996
15279,08/14/1996,WV,Gilmer County,07/18/1996,07/31/1996,04/23/2003,1996
15280,08/14/1996,WV,Monongalia County,07/18/1996,07/31/1996,04/23/2003,1996
15281,08/14/1996,WV,Nicholas County,07/18/1996,07/31/1996,04/23/2003,1996
15282,08/14/1996,WV,Randolph County,07/18/1996,07/31/1996,04/23/2003,1996
15283,08/14/1996,WV,Upshur County,07/18/1996,07/31/1996,04/23/2003,1996
15284,08/14/1996,WV,Webster County,07/18/1996,07/31/1996,04/23/2003,1996
15562,10/23/1996,CA,Los Angeles County,10/21/1996,10/31/1996,07/29/2010,1996
15563,10/23/1996,CA,Orange County,10/21/1996,10/31/1996,07/29/2010,1996
15564,10/23/1996,CA,San Diego County,10/21/1996,10/31/1996,07/29/2010,1996
15565,10/23/1996,CA,Ventura County,10/21/1996,10/31/1996,07/29/2010,1996
16731,02/18/1998,HI,,02/16/1998,02/16/1998,07/22/1999,1998
17069,06/18/1998,FL,Alachua County,05/25/1998,07/22/1998,06/21/2011,1998
17070,06/18/1998,FL,Baker County,05/25/1998,07/22/1998,06/21/2011,1998
17071,06/18/1998,FL,Bay County,05/25/1998,07/22/1998,06/21/2011,1998
17072,06/18/1998,FL,Bradford County,05/25/1998,07/22/1998,06/21/2011,1998
17073,06/18/1998,FL,Brevard County,05/25/1998,07/22/1998,06/21/2011,1998
17074,06/18/1998,FL,Broward County,05/25/1998,07/22/1998,06/21/2011,1998
17075,06/18/1998,FL,Calhoun County,05/25/1998,07/22/1998,06/21/2011,1998
17076,06/18/1998,FL,Charlotte County,05/25/1998,07/22/1998,06/21/2011,1998
17077,06/18/1998,FL,Citrus County,05/25/1998,07/22/1998,06/21/2011,1998
17078,06/18/1998,FL,Clay County,05/25/1998,07/22/1998,06/21/2011,1998
17079,06/18/1998,FL,Collier County,05/25/1998,07/22/1998,06/21/2011,1998
17080,06/18/1998,FL,Columbia County,05/25/1998,07/22/1998,06/21/2011,1998
17081,06/18/1998,FL,Dade County,05/25/1998,07/22/1998,06/21/2011,1998
17082,06/18/1998,FL,DeSoto County,05/25/1998,07/22/1998,06/21/2011,1998
17083,06/18/1998,FL,Dixie County,05/25/1998,07/22/1998,06/21/2011,1998
17084,06/18/1998,FL,Duval County,05/25/1998,07/22/1998,06/21/2011,1998
17085,06/18/1998,FL,Escambia County,05/25/1998,07/22/1998,06/21/2011,1998
17086,06/18/1998,FL,Flagler County,05/25/1998,07/22/1998,06/21/2011,1998
17087,06/18/1998,FL,Franklin County,05/25/1998,07/22/1998,06/21/2011,1998
17088,06/18/1998,FL,Gadsden County,05/25/1998,07/22/1998,06/21/2011,1998
17089,06/18/1998,FL,Gilchrist County,05/25/1998,07/22/1998,06/21/2011,1998
17090,06/18/1998,FL,Glades County,05/25/1998,07/22/1998,06/21/2011,1998
17091,06/18/1998,FL,Gulf County,05/25/1998,07/22/1998,06/21/2011,1998
17092,06/18/1998,FL,Hamilton County,05/25/1998,07/22/1998,06/21/2011,1998
17093,06/18/1998,FL,Hardee County,05/25/1998,07/22/1998,06/21/2011,1998
17094,06/18/1998,FL,Hendry County,05/25/1998,07/22/1998,06/21/2011,1998
17095,06/18/1998,FL,Hernando County,05/25/1998,07/22/1998,06/21/2011,1998
17096,06/18/1998,FL,Highlands County,05/25/1998,07/22/1998,06/21/2011,1998
17097,06/18/1998,FL,Hillsborough County,05/25/1998,07/22/1998,06/21/2011,1998
17098,06/18/1998,FL,Holmes County,05/25/1998,07/22/1998,06/21/2011,1998
17099,06/18/1998,FL,Indian River County,05/25/1998,07/22/1998,06/21/2011,1998
17100,06/18/1998,FL,Jackson County,05/25/1998,07/22/1998,06/21/2011,1998
17101,06/18/1998,FL,Jefferson County,05/25/1998,07/22/1998,06/21/2011,1998
17102,06/18/1998,FL,Lafayette County,05/25/1998,07/22/1998,06/21/2011,1998
17103,06/18/1998,FL,Lake County,05/25/1998,07/22/1998,06/21/2011,1998
17104,06/18/1998,FL,Lee County,05/25/1998,07/22/1998,06/21/2011,1998
17105,06/18/1998,FL,Leon County,05/25/1998,07/22/1998,06/21/2011,1998
17106,06/18/1998,FL,Levy County,05/25/1998,07/22/1998,06/21/2011,1998
17107,06/18/1998,FL,Liberty County,05/25/1998,07/22/1998,06/21/2011,1998
17108,06/18/1998,FL,Madison County,05/25/1998,07/22/1998,06/21/2011,1998
17109,06/18/1998,FL,Manatee County,05/25/1998,07/22/1998,06/21/2011,1998
17110,06/18/1998,FL,Marion County,05/25/1998,07/22/1998,06/21/2011,1998
17111,06/18/1998,FL,Martin County,05/25/1998,07/22/1998,06/21/2011,1998
17112,06/18/1998,FL,Monroe County,05/25/1998,07/22/1998,06/21/2011,1998
17113,06/18/1998,FL,Nassau County,05/25/1998,07/22/1998,06/21/2011,1998
17114,06/18/1998,FL,Okaloosa County,05/25/1998,07/22/1998,06/21/2011,1998
17115,06/18/1998,FL,Okeechobee County,05/25/1998,07/22/1998,06/21/2011,1998
17116,06/18/1998,FL,Orange County,05/25/1998,07/22/1998,06/21/2011,1998
17117,06/18/1998,FL,Osceola County,05/25/1998,07/22/1998,06/21/2011,1998
17118,06/18/1998,FL,Palm Beach County,05/25/1998,07/22/1998,06/21/2011,1998
17119,06/18/1998,FL,Pasco County,05/25/1998,07/22/1998,06/21/2011,1998
17120,06/18/1998,FL,Pinellas County,05/25/1998,07/22/1998,06/21/2011,1998
17121,06/18/1998,FL,Polk County,05/25/1998,07/22/1998,06/21/2011,1998
17122,06/18/1998,FL,Putnam County,05/25/1998,07/22/1998,06/21/2011,1998
17123,06/18/1998,FL,St. Johns County,05/25/1998,07/22/1998,06/21/2011,1998
17124,06/18/1998,FL,St. Lucie County,05/25/1998,07/22/1998,06/21/2011,1998
17125,06/18/1998,FL,Santa Rosa County,05/25/1998,07/22/1998,06/21/2011,1998
17126,06/18/1998,FL,Sarasota County,05/25/1998,07/22/1998,06/21/2011,1998
17127,06/18/1998,FL,Seminole County,05/25/1998,07/22/1998,06/21/2011,1998
17128,06/18/1998,FL,Sumter County,05/25/1998,07/22/1998,06/21/2011,1998
17129,06/18/1998,FL,Suwannee County,05/25/1998,07/22/1998,06/21/2011,1998
17130,06/18/1998,FL,Taylor County,05/25/1998,07/22/1998,06/21/2011,1998
17131,06/18/1998,FL,Union County,05/25/1998,07/22/1998,06/21/2011,1998
17132,06/18/1998,FL,Volusia County,05/25/1998,07/22/1998,06/21/2011,1998
17133,06/18/1998,FL,Wakulla County,05/25/1998,07/22/1998,06/21/2011,1998
17134,06/18/1998,FL,Walton County,05/25/1998,07/22/1998,06/21/2011,1998
17135,06/18/1998,FL,Washington County,05/25/1998,07/22/1998,06/21/2011,1998
17162,06/23/1998,TX,,06/04/1998,11/03/1998,02/01/2001,1998
17327,07/02/1998,NM,,06/29/1998,10/15/1998,06/29/1999,1998
17384,07/28/1998,WA,Klickitat County,07/28/1998,07/31/1998,12/20/2002,1998
18333,03/02/1999,TX,Comal County,03/03/1999,03/03/1999,07/09/2002,1999
18345,04/13/1999,TN,Grundy County,04/13/1999,,07/16/2001,1999
18346,04/13/1999,TN,Marion County,04/13/1999,,07/16/2001,1999
18347,04/13/1999,TN,Sequatchie County,04/13/1999,,07/16/2001,1999
18348,04/15/1999,FL,Alachua County,04/13/1999,,07/25/2002,1999
18349,04/15/1999,FL,Gilchrist County,04/13/1999,,07/25/2002,1999
18350,04/15/1999,FL,Levy County,04/13/1999,,07/25/2002,1999
18351,04/15/1999,FL,Marion County,04/13/1999,,07/25/2002,1999
18352,04/15/1999,FL,Putnam County,04/13/1999,,07/25/2002,1999
18353,04/15/1999,FL,Glades County,04/13/1999,,06/05/2007,1999
18354,04/15/1999,FL,Highlands County,04/13/1999,,06/05/2007,1999
18355,04/15/1999,FL,Indian River County,04/13/1999,,06/05/2007,1999
18356,04/15/1999,FL,Martin County,04/13/1999,,06/05/2007,1999
18357,04/15/1999,FL,Okeechobee County,04/13/1999,,06/05/2007,1999
18358,04/15/1999,FL,St. Lucie County,04/13/1999,,06/05/2007,1999
18359,04/15/1999,FL,Brevard County,04/13/1999,,12/21/2004,1999
18360,04/15/1999,FL,Orange County,04/13/1999,,12/21/2004,1999
18361,04/15/1999,FL,Osceola County,04/13/1999,,12/21/2004,1999
18362,04/15/1999,FL,Seminole County,04/13/1999,,12/21/2004,1999
18363,04/15/1999,FL,Collier County,04/13/1999,,07/26/2002,1999
18364,04/15/1999,FL,Hendry County,04/13/1999,,07/26/2002,1999
18365,04/15/1999,FL,Lee County,04/13/1999,,07/26/2002,1999
18366,04/17/1999,FL,Bay County,04/13/1999,,07/25/2002,1999
18367,04/17/1999,FL,Calhoun County,04/13/1999,,07/25/2002,1999
18368,04/17/1999,FL,Gulf County,04/13/1999,,07/25/2002,1999
18369,04/17/1999,FL,Holmes County,04/13/1999,,07/25/2002,1999
18370,04/17/1999,FL,Jackson County,04/13/1999,,07/25/2002,1999
18371,04/17/1999,FL,Liberty County,04/13/1999,,07/25/2002,1999
18372,04/17/1999,FL,Washington County,04/13/1999,,07/25/2002,1999
18373,04/18/1999,FL,Broward County,04/13/1999,,07/26/2002,1999
18374,04/18/1999,FL,Dade County,04/13/1999,,07/26/2002,1999
18375,04/18/1999,FL,Monroe County,04/13/1999,,07/26/2002,1999
18376,04/18/1999,FL,Palm Beach County,04/13/1999,,07/26/2002,1999
18377,04/19/1999,FL,Leon County,04/13/1999,,07/26/2002,1999
18378,04/19/1999,FL,Wakulla County,04/13/1999,,07/26/2002,1999
18387,04/20/1999,FL,Baker County,04/13/1999,,12/21/2004,1999
18388,04/20/1999,FL,Bradford County,04/13/1999,,12/21/2004,1999
18389,04/20/1999,FL,Columbia County,04/13/1999,,12/21/2004,1999
18390,04/20/1999,FL,Hamilton County,04/13/1999,,12/21/2004,1999
18391,04/20/1999,FL,Union County,04/13/1999,,12/21/2004,1999
18392,04/21/1999,FL,Hillsborough County,04/13/1999,,07/26/2002,1999
18393,04/21/1999,FL,Pinellas County,04/13/1999,,07/26/2002,1999
18394,04/21/1999,FL,Polk County,04/13/1999,,07/26/2002,1999
18395,04/23/1999,FL,Charlotte County,04/13/1999,,07/29/2002,1999
18396,04/23/1999,FL,DeSoto County,04/13/1999,,07/29/2002,1999
18397,04/23/1999,FL,Hardee County,04/13/1999,,07/29/2002,1999
18398,04/23/1999,FL,Manatee County,04/13/1999,,07/29/2002,1999
18399,04/23/1999,FL,Sarasota County,04/13/1999,,07/29/2002,1999
18400,04/27/1999,FL,Alachua County,04/15/1999,05/25/1999,04/14/2004,1999
18401,04/27/1999,FL,Baker County,04/15/1999,05/25/1999,04/14/2004,1999
18402,04/27/1999,FL,Bay County,04/15/1999,05/25/1999,04/14/2004,1999
18403,04/27/1999,FL,Bradford County,04/15/1999,05/25/1999,04/14/2004,1999
18404,04/27/1999,FL,Brevard County,04/15/1999,05/25/1999,04/14/2004,1999
18405,04/27/1999,FL,Broward County,04/15/1999,05/25/1999,04/14/2004,1999
18406,04/27/1999,FL,Calhoun County,04/15/1999,05/25/1999,04/14/2004,1999
18407,04/27/1999,FL,Charlotte County,04/15/1999,05/25/1999,04/14/2004,1999
18408,04/27/1999,FL,Clay County,04/15/1999,05/25/1999,04/14/2004,1999
18409,04/27/1999,FL,Collier County,04/15/1999,05/25/1999,04/14/2004,1999
18410,04/27/1999,FL,Columbia County,04/15/1999,05/25/1999,04/14/2004,1999
18411,04/27/1999,FL,Dade County,04/15/1999,05/25/1999,04/14/2004,1999
18412,04/27/1999,FL,DeSoto County,04/15/1999,05/25/1999,04/14/2004,1999
18413,04/27/1999,FL,Duval County,04/15/1999,05/25/1999,04/14/2004,1999
18414,04/27/1999,FL,Franklin County,04/15/1999,05/25/1999,04/14/2004,1999
18415,04/27/1999,FL,Gadsden County,04/15/1999,05/25/1999,04/14/2004,1999
18416,04/27/1999,FL,Gilchrist County,04/15/1999,05/25/1999,04/14/2004,1999
18417,04/27/1999,FL,Glades County,04/15/1999,05/25/1999,04/14/2004,1999
18418,04/27/1999,FL,Gulf County,04/15/1999,05/25/1999,04/14/2004,1999
18419,04/27/1999,FL,Hamilton County,04/15/1999,05/25/1999,04/14/2004,1999
18420,04/27/1999,FL,Hardee County,04/15/1999,05/25/1999,04/14/2004,1999
18421,04/27/1999,FL,Hendry County,04/15/1999,05/25/1999,04/14/2004,1999
18422,04/27/1999,FL,Highlands County,04/15/1999,05/25/1999,04/14/2004,1999
18423,04/27/1999,FL,Hillsborough County,04/15/1999,05/25/1999,04/14/2004,1999
18424,04/27/1999,FL,Holmes County,04/15/1999,05/25/1999,04/14/2004,1999
18425,04/27/1999,FL,Indian River County,04/15/1999,05/25/1999,04/14/2004,1999
18426,04/27/1999,FL,Jackson County,04/15/1999,05/25/1999,04/14/2004,1999
18427,04/27/1999,FL,Jefferson County,04/15/1999,05/25/1999,04/14/2004,1999
18428,04/27/1999,FL,Lee County,04/15/1999,05/25/1999,04/14/2004,1999
18429,04/27/1999,FL,Leon County,04/15/1999,05/25/1999,04/14/2004,1999
18430,04/27/1999,FL,Levy County,04/15/1999,05/25/1999,04/14/2004,1999
18431,04/27/1999,FL,Liberty County,04/15/1999,05/25/1999,04/14/2004,1999
18432,04/27/1999,FL,Manatee County,04/15/1999,05/25/1999,04/14/2004,1999
18433,04/27/1999,FL,Marion County,04/15/1999,05/25/1999,04/14/2004,1999
18434,04/27/1999,FL,Martin County,04/15/1999,05/25/1999,04/14/2004,1999
18435,04/27/1999,FL,Monroe County,04/15/1999,05/25/1999,04/14/2004,1999
18436,04/27/1999,FL,Nassau County,04/15/1999,05/25/1999,04/14/2004,1999
18437,04/27/1999,FL,Okeechobee County,04/15/1999,05/25/1999,04/14/2004,1999
18438,04/27/1999,FL,Orange County,04/15/1999,05/25/1999,04/14/2004,1999
18439,04/27/1999,FL,Osceola County,04/15/1999,05/25/1999,04/14/2004,1999
18440,04/27/1999,FL,Palm Beach County,04/15/1999,05/25/1999,04/14/2004,1999
18441,04/27/1999,FL,Pinellas County,04/15/1999,05/25/1999,04/14/2004,1999
18442,04/27/1999,FL,Polk County,04/15/1999,05/25/1999,04/14/2004,1999
18443,04/27/1999,FL,Putnam County,04/15/1999,05/25/1999,04/14/2004,1999
18444,04/27/1999,FL,St. Lucie County,04/15/1999,05/25/1999,04/14/2004,1999
18445,04/27/1999,FL,Sarasota County,04/15/1999,05/25/1999,04/14/2004,1999
18446,04/27/1999,FL,Seminole County,04/15/1999,05/25/1999,04/14/2004,1999
18447,04/27/1999,FL,Suwannee County,04/15/1999,05/25/1999,04/14/2004,1999
18448,04/27/1999,FL,Union County,04/15/1999,05/25/1999,04/14/2004,1999
18449,04/27/1999,FL,Wakulla County,04/15/1999,05/25/1999,04/14/2004,1999
18450,04/27/1999,FL,Walton County,04/15/1999,05/25/1999,04/14/2004,1999
18451,04/27/1999,FL,Washington County,04/15/1999,05/25/1999,04/14/2004,1999
18474,05/06/1999,MI,Marquette County,05/05/1999,05/09/1999,02/15/2002,1999
18497,05/14/1999,FL,Clay County,05/14/1999,,06/29/2007,1999
18498,05/14/1999,FL,Duval County,05/14/1999,,06/29/2007,1999
18499,05/14/1999,FL,Nassau County,05/14/1999,,06/29/2007,1999
18578,06/12/1999,AZ,Gila County,06/11/1999,06/12/1999,01/25/2001,1999
18579,06/12/1999,AZ,Navajo County,06/11/1999,06/12/1999,01/25/2001,1999
18580,07/03/1999,NV,Washoe County,07/02/1999,07/04/1999,12/16/2002,1999
18603,07/26/1999,MT,Musselshell County,07/24/1999,07/26/1999,04/09/2003,1999
18613,08/09/1999,NY,Orange County,08/06/1999,08/06/1999,05/26/2004,1999
18628,08/21/1999,TX,Bell County,08/21/1999,08/22/1999,06/21/2002,1999
18642,08/26/1999,TX,Lampasas County,08/26/1999,08/29/1999,06/21/2002,1999
18650,08/31/1999,TX,Bowie County,08/31/1999,09/01/1999,07/02/2002,1999
18651,08/31/1999,TX,Ellis County,08/31/1999,08/31/1999,07/09/2002,1999
18652,08/31/1999,TX,Milam County,07/07/1998,07/12/1998,07/12/2002,1999
18653,08/31/1999,TX,Hopkins County,07/27/1998,08/01/1998,07/12/2002,1999
18654,08/31/1999,TX,Hunt County,07/27/1998,08/01/1998,07/12/2002,1999
18655,09/01/1999,TX,Anderson County,08/01/1999,12/10/1999,07/09/2002,1999
18656,09/01/1999,TX,Andrews County,08/01/1999,12/10/1999,07/09/2002,1999
18657,09/01/1999,TX,Angelina County,08/01/1999,12/10/1999,07/09/2002,1999
18658,09/01/1999,TX,Archer County,08/01/1999,12/10/1999,07/09/2002,1999
18659,09/01/1999,TX,Armstrong County,08/01/1999,12/10/1999,07/09/2002,1999
18660,09/01/1999,TX,Austin County,08/01/1999,12/10/1999,07/09/2002,1999
18661,09/01/1999,TX,Bailey County,08/01/1999,12/10/1999,07/09/2002,1999
18662,09/01/1999,TX,Bandera County,08/01/1999,12/10/1999,07/09/2002,1999
18663,09/01/1999,TX,Bastrop County,08/01/1999,12/10/1999,07/09/2002,1999
18664,09/01/1999,TX,Baylor County,08/01/1999,12/10/1999,07/09/2002,1999
18665,09/01/1999,TX,Bell County,08/01/1999,12/10/1999,07/09/2002,1999
18666,09/01/1999,TX,Bexar County,08/01/1999,12/10/1999,07/09/2002,1999
18667,09/01/1999,TX,Blanco County,08/01/1999,12/10/1999,07/09/2002,1999
18668,09/01/1999,TX,Borden County,08/01/1999,12/10/1999,07/09/2002,1999
18669,09/01/1999,TX,Bosque County,08/01/1999,12/10/1999,07/09/2002,1999
18670,09/01/1999,TX,Bowie County,08/01/1999,12/10/1999,07/09/2002,1999
18671,09/01/1999,TX,Brazoria County,08/01/1999,12/10/1999,07/09/2002,1999
18672,09/01/1999,TX,Brazos County,08/01/1999,12/10/1999,07/09/2002,1999
18673,09/01/1999,TX,Brewster County,08/01/1999,12/10/1999,07/09/2002,1999
18674,09/01/1999,TX,Briscoe County,08/01/1999,12/10/1999,07/09/2002,1999
18675,09/01/1999,TX,Brown County,08/01/1999,12/10/1999,07/09/2002,1999
18676,09/01/1999,TX,Burleson County,08/01/1999,12/10/1999,07/09/2002,1999
18677,09/01/1999,TX,Burnet County,08/01/1999,12/10/1999,07/09/2002,1999
18678,09/01/1999,TX,Caldwell County,08/01/1999,12/10/1999,07/09/2002,1999
18679,09/01/1999,TX,Calhoun County,08/01/1999,12/10/1999,07/09/2002,1999
18680,09/01/1999,TX,Callahan County,08/01/1999,12/10/1999,07/09/2002,1999
18681,09/01/1999,TX,Camp County,08/01/1999,12/10/1999,07/09/2002,1999
18682,09/01/1999,TX,Carson County,08/01/1999,12/10/1999,07/09/2002,1999
18683,09/01/1999,TX,Cass County,08/01/1999,12/10/1999,07/09/2002,1999
18684,09/01/1999,TX,Castro County,08/01/1999,12/10/1999,07/09/2002,1999
18685,09/01/1999,TX,Chambers County,08/01/1999,12/10/1999,07/09/2002,1999
18686,09/01/1999,TX,Cherokee County,08/01/1999,12/10/1999,07/09/2002,1999
18687,09/01/1999,TX,Childress County,08/01/1999,12/10/1999,07/09/2002,1999
18688,09/01/1999,TX,Clay County,08/01/1999,12/10/1999,07/09/2002,1999
18689,09/01/1999,TX,Cochran County,08/01/1999,12/10/1999,07/09/2002,1999
18690,09/01/1999,TX,Coke County,08/01/1999,12/10/1999,07/09/2002,1999
18691,09/01/1999,TX,Coleman County,08/01/1999,12/10/1999,07/09/2002,1999
18692,09/01/1999,TX,Collin County,08/01/1999,12/10/1999,07/09/2002,1999
18693,09/01/1999,TX,Collingsworth County,08/01/1999,12/10/1999,07/09/2002,1999
18694,09/01/1999,TX,Colorado County,08/01/1999,12/10/1999,07/09/2002,1999
18695,09/01/1999,TX,Comal County,08/01/1999,12/10/1999,07/09/2002,1999
18696,09/01/1999,TX,Comanche County,08/01/1999,12/10/1999,07/09/2002,1999
18697,09/01/1999,TX,Concho County,08/01/1999,12/10/1999,07/09/2002,1999
